Generation,Generation Offspring,Homosexual Offspring,Random Event Offspring (Homosexual Parent) [IVF/Surrogacy/Bi-Sexual],Alive Homosexuals,Homosexuals %,Alive Population,Total Population (Alive + Dead)
250,421,1,0,105,0.12357011721508263,29261,84972
251,467,1,0,106,0.12413195460986265,29365,85393
252,454,2,0,105,0.1222921034241789,29462,85860
253,388,2,0,105,0.12164886345204717,29533,86314
254,424,2,0,104,0.11995109686051071,29561,86702
255,394,2,0,104,0.11936735302894659,29631,87126
256,469,3,0,104,0.11882998171846436,29645,87520
257,398,1,0,106,0.12046960415506484,29792,87989
258,480,3,0,107,0.1210585267064161,29823,88387
259,516,1,0,107,0.12040464964497508,29921,88867
260,425,2,0,105,0.1174720025060694,30089,89383
261,468,0,0,105,0.11691608765366113,30145,89808
262,428,3,0,103,0.11409455447738048,30220,90276
263,528,3,0,106,0.11686364438172517,30304,90704
264,409,4,0,107,0.11728340933005962,30492,91232
265,431,1,0,108,0.11785118014862343,30566,91641
266,472,1,0,108,0.11729950473542444,30632,92072
267,517,1,0,107,0.11562067773167359,30759,92544
268,468,3,0,107,0.11497834753548747,30935,93061
269,535,2,0,110,0.1176105806755124,31023,93529
270,492,0,0,112,0.11906786868515053,31167,94064
271,489,4,0,110,0.11633317822242904,31261,94556
272,410,2,0,112,0.11783891840707034,31402,95045
273,413,5,0,113,0.11838038866481587,31439,95455
274,416,0,0,118,0.12308590979263154,31463,95868
275,541,3,0,116,0.1204769224377882,31516,96284
276,470,2,0,119,0.12290214304156984,31713,96825
277,495,0,0,120,0.12333624543912841,31815,97295
278,538,2,0,119,0.12168933428775949,31936,97790
279,455,1,0,121,0.12305752176389227,32110,98328
280,532,0,0,120,0.12147839203101747,32177,98783
281,556,3,0,119,0.11982077229018778,32369,99315
282,525,0,0,119,0.11915370828368595,32501,99871
283,477,0,0,118,0.1175345631300052,32649,100396
284,514,2,0,117,0.11598742973838391,32761,100873
285,552,2,0,119,0.11737204967106236,32915,101387
286,542,0,0,121,0.11869843730073867,33067,101939
287,549,5,0,120,0.11709487612337897,33241,102481
288,550,1,0,121,0.11744152188682908,33417,103030
289,540,2,0,122,0.11778335586020466,33559,103580
290,569,2,0,120,0.11525163273146369,33677,104120
291,504,2,0,120,0.11462522328038284,33799,104689
292,550,0,0,121,0.11502666527240407,33864,105193
293,569,1,0,118,0.11159131100876654,34000,105743
294,544,3,0,118,0.1109940552336519,34185,106312
295,580,0,0,120,0.11230066631728682,34315,106856
296,466,3,0,120,0.11169440411035406,34529,107436
297,578,1,0,121,0.11213879260810736,34585,107902
298,543,2,0,121,0.11154129793510324,34797,108480
299,465,1,0,121,0.11098575529934052,34953,109023
300,520,2,0,121,0.11051439427151834,34984,109488
301,500,1,0,122,0.11090102537997237,35097,110008
302,610,1,0,121,0.10949433525174648,35180,110508
303,550,2,0,118,0.10619341600820748,35393,111118
304,509,1,0,120,0.107461403445929,35544,111668
305,578,0,0,119,0.10608235199729,35644,112177
306,503,2,0,118,0.10465167841780852,35836,112755
307,519,1,0,119,0.10506984054106552,35905,113258
308,480,1,0,119,0.10459055872452253,36011,113777
309,613,0,0,120,0.10502638787995484,36072,114257
310,594,2,0,120,0.10446591799425438,36267,114870
311,581,2,0,122,0.10566063881382942,36424,115464
312,542,1,0,123,0.1059933646430264,36575,116045
313,590,3,0,124,0.10635834183914158,36710,116587
314,541,4,0,126,0.1075296346552651,36853,117177
315,646,3,0,130,0.11043340865458129,36958,117718
316,562,0,0,132,0.11152039471460917,37133,118364
317,636,2,0,131,0.11015253182651397,37248,118926
318,629,0,0,130,0.1087301985580703,37447,119562
319,609,3,0,127,0.10566514963682805,37653,120191
320,548,1,0,126,0.10430463576158941,37821,120800
321,610,1,0,124,0.10218545011042621,37954,121348
322,576,1,0,124,0.101674346906312,38104,121958
323,635,4,0,124,0.10119640263110646,38241,122534
324,501,1,0,126,0.10229846795865843,38404,123169
325,517,3,0,126,0.10188404625212258,38477,123670
326,528,4,0,125,0.10065465789494873,38543,124187
327,565,1,0,127,0.1018321773643908,38606,124715
328,668,1,0,127,0.10137292464878671,38726,125280
329,597,2,0,127,0.10083526534760377,38982,125948
330,560,5,0,126,0.09956932316567228,39093,126545
331,549,3,0,128,0.10070414224460092,39235,127105
332,558,1,0,131,0.10262114779012016,39353,127654
333,585,1,0,131,0.10217452344554333,39467,128212
334,660,2,0,131,0.10171044356623213,39604,128797
335,651,1,0,132,0.10196435882184818,39786,129457
336,657,2,0,132,0.10145417653026716,39946,130108
337,592,1,0,127,0.0971207892020036,40143,130765
338,558,1,0,127,0.09668308502782494,40296,131357
339,695,8,0,124,0.09399992419360953,40408,131915
340,615,2,0,130,0.09803182263781011,40609,132610
341,552,2,0,132,0.09908050290861325,40750,133225
342,626,6,0,130,0.0971766447147118,40830,133777
343,602,3,0,132,0.09821209348005625,40981,134403
344,592,0,0,132,0.09777415651272174,41119,135005
345,574,2,0,131,0.09660980700162983,41242,135597
346,657,2,0,130,0.09546819807447988,41343,136171
347,691,2,0,132,0.09647148244511357,41500,136828
348,550,1,0,134,0.0974410808688254,41713,137519
349,612,2,0,131,0.09488009618379217,41784,138069
350,720,0,0,133,0.09590354843129195,41936,138681
351,628,3,0,132,0.09469085587621323,42192,139401
352,567,3,0,133,0.09498032550400275,42340,140029
353,611,2,0,136,0.0967310592050983,42413,140596
354,738,2,0,136,0.09631250575396404,42505,141207
355,571,0,0,137,0.09651625629645284,42704,141945
356,664,2,0,137,0.09612955738303068,42795,142516
357,688,1,0,138,0.09638217628160357,42937,143180
358,578,2,0,137,0.09522617955347958,43103,143868
359,706,1,0,136,0.09415283220026861,43128,144446
360,608,3,0,136,0.09369488536155202,43325,145152
361,566,3,0,138,0.0946761800219539,43402,145760
362,585,2,0,140,0.09567677651271818,43432,146326
363,723,2,0,140,0.09529579132944437,43510,146911
364,634,1,0,140,0.09482910440684396,43672,147634
365,621,2,0,138,0.0930747025656244,43758,148268
366,708,1,0,140,0.09402978057479063,43839,148889
367,764,4,0,139,0.09291630179749594,44009,149597
368,632,0,0,143,0.09510444862697108,44225,150361
369,672,1,0,141,0.09338181240189943,44303,150993
370,629,4,0,141,0.09296805459400653,44446,151665
371,718,2,0,141,0.09258408079110142,44536,152294
372,741,3,0,140,0.09149609180979269,44760,153012
373,782,2,0,141,0.09170552769702055,44938,153753
374,705,1,0,142,0.09188856893260426,45189,154535
375,599,1,0,141,0.09082710641587219,45370,155240
376,723,4,0,142,0.09111968120945335,45416,155839
377,642,1,0,146,0.09325379083046972,45617,156562
378,638,1,0,144,0.09160072262792296,45742,157204
379,713,2,0,143,0.09059692603996401,45862,157842
380,689,2,0,144,0.09082022011289459,46053,158555
381,785,3,0,146,0.09168320313481199,46208,159244
382,716,7,0,148,0.09248323741321886,46361,160029
383,693,0,0,154,0.09580391302995428,46526,160745
384,696,1,0,154,0.09539265848189399,46647,161438
385,722,2,0,155,0.09559993585552691,46787,162134
386,639,2,0,157,0.09640418529252837,46952,162856
387,735,2,0,155,0.09480412245022783,47010,163495
388,819,2,0,154,0.09377093101138648,47162,164230
389,651,0,0,154,0.09330562439033256,47423,165049
390,755,3,0,153,0.09233554616777308,47462,165700
391,711,3,0,153,0.09191673425250067,47638,166455
392,771,2,0,155,0.09272220427598914,47776,167166
393,795,4,0,155,0.09229651595538803,47980,167937
394,748,4,0,157,0.09304696204632198,48187,168732
395,767,2,0,158,0.09322633939107859,48332,169480
396,839,1,0,158,0.09280633432600868,48490,170247
397,843,4,0,156,0.09118221245455502,48736,171086
398,791,4,0,159,0.09248003536343491,49022,171929
399,699,4,0,163,0.0943723946271422,49253,172720
400,756,3,0,158,0.0911088173729522,49390,173419
401,733,1,0,161,0.09243576862351083,49564,174175
402,709,2,0,162,0.09262012029181055,49722,174908
403,790,2,0,162,0.09224619484446266,49869,175617
404,823,2,0,162,0.09183309052361868,50081,176407
405,707,2,0,161,0.09084240817017435,50323,177230
406,865,3,0,162,0.09104345920185233,50446,177937
407,713,1,0,165,0.09228084697039184,50702,178802
408,724,3,0,164,0.09135726819485837,50832,179515
409,774,2,0,164,0.0909902962177997,50969,180239
410,666,2,0,163,0.09004878102677707,51124,181013
411,888,1,0,161,0.08861783695418843,51170,181679
412,899,2,0,161,0.0881868026532725,51411,182567
413,766,2,0,161,0.08775467934113133,51698,183466
414,800,3,0,159,0.08630422510747318,51847,184232
415,751,3,0,159,0.08593108219118856,52095,185032
416,737,2,0,160,0.08612198102086843,52216,185783
417,842,3,0,159,0.08524555007505898,52348,186520
418,795,1,0,158,0.08432873261387047,52550,187362
419,844,5,0,157,0.0834409562227289,52726,188157
420,730,1,0,161,0.08518473447230439,52924,189001
421,760,5,0,160,0.08432991972845766,53054,189731
422,798,3,0,164,0.08609330624543941,53221,190491
423,738,1,0,166,0.08677968937053358,53385,191289
424,820,1,0,165,0.08592541673827118,53553,192027
425,844,2,0,165,0.08556005538069039,53747,192847
426,793,3,0,164,0.08467094495872292,53925,193691
427,876,2,0,165,0.08483988400074043,54073,194484
428,775,4,0,166,0.08497133497133498,54284,195360
429,789,2,0,168,0.08565528844928239,54421,196135
430,711,4,0,169,0.08581991021917085,54575,196924
431,879,1,0,170,0.08601715283224126,54640,197635
432,945,2,0,169,0.08513253473306669,54868,198514
433,770,0,0,169,0.08472919246561951,55196,199459
434,918,2,0,167,0.08340450184538703,55323,200229
435,900,4,0,168,0.08352100702471327,55592,201147
436,865,3,0,168,0.08314897028909116,55862,202047
437,730,3,0,170,0.08378016085790885,56078,202912
438,763,3,0,172,0.08446194792822699,56138,203642
439,815,1,0,172,0.0841466696020156,56254,204405
440,930,1,0,171,0.08332521196764447,56450,205220
441,886,1,0,169,0.08197914140189183,56748,206150
442,843,3,0,170,0.08211132363453699,56982,207036
443,814,2,0,171,0.08225939128050452,57092,207879
444,904,3,0,172,0.0824177140584495,57196,208693
445,774,2,0,172,0.08206224325729852,57421,209597
446,973,2,0,171,0.08128496798513103,57511,210371
447,818,1,0,170,0.08043758043758044,57794,211344
448,938,2,0,167,0.07871343595931411,57876,212162
449,820,4,0,169,0.07930549038010323,58139,213100
450,802,5,0,171,0.07993642483171279,58271,213920
451,952,6,0,175,0.08150073117798828,58441,214722
452,1008,4,0,178,0.08253196954663057,58695,215674
453,954,4,0,181,0.08353255000415355,58963,216682
454,991,4,0,182,0.08362587071991766,59235,217636
455,943,4,0,182,0.08324680849117447,59551,218627
456,795,2,0,186,0.08471102609646126,59825,219570
457,930,3,0,185,0.0839516257118871,59954,220365
458,990,4,0,187,0.08450258704444294,60149,221295
459,893,3,0,188,0.08457610724970195,60411,222285
460,1044,2,0,190,0.08513383935692587,60563,223178
461,938,2,0,189,0.08429146114119042,60901,224222
462,863,2,0,189,0.08394030911351928,61065,225160
463,907,6,0,189,0.0836198086035492,61214,226023
464,911,2,0,191,0.08416692372097122,61390,226930
465,908,3,0,190,0.08339148792359584,61574,227841
466,1076,0,0,192,0.08393479315756572,61754,228749
467,1071,2,0,190,0.08267159795496573,62122,229825
468,1081,3,0,192,0.08315432055990575,62409,230896
469,919,2,0,192,0.08276682602154524,62691,231977
470,1027,3,0,189,0.08115210222588623,62840,232896
471,1091,6,0,190,0.08122330852459997,63076,233923
472,996,4,0,192,0.08169726058873089,63362,235014
473,1087,2,0,194,0.08219990678361086,63609,236010
474,1046,3,0,194,0.08182305132498513,63920,237097
475,968,2,0,195,0.0818835741550245,64183,238143
476,975,2,0,192,0.08029743508245125,64350,239111
477,918,5,0,193,0.0803878610164691,64563,240086
478,989,3,0,194,0.08049658926822792,64726,241004
479,1041,3,0,194,0.08016760815395486,64980,241993
480,954,1,0,195,0.08023568718780089,65253,243034
481,966,1,0,194,0.07951210715281079,65505,243988
482,905,0,0,193,0.0787903034855524,65694,244954
483,1137,2,0,190,0.07728006703028972,65739,245859
484,1124,1,0,188,0.07611459294887367,66142,246996
485,964,6,0,189,0.0761728196034177,66495,248120
486,924,2,0,194,0.07788537200301907,66698,249084
487,925,3,0,195,0.07799750407986944,66796,250008
488,966,2,0,196,0.07810849908142811,66965,250933
489,1046,3,0,197,0.07820594762186432,67119,251899
490,1137,4,0,198,0.07827788649706457,67328,252945
491,913,2,0,200,0.07871474563329948,67672,254082
492,937,0,0,200,0.0784329104492245,67808,254995
493,1183,4,0,197,0.07697357110482472,67959,255932
494,1060,1,0,197,0.07661941154736208,68396,257115
495,976,2,0,196,0.07591749782124528,68718,258175
496,1135,1,0,196,0.07563158158756864,68941,259151
497,923,3,0,195,0.0749175906502847,69269,260286
498,1044,3,0,196,0.07503569938248682,69393,261209
499,1073,0,0,194,0.07397436826270815,69581,262253
500,1019,3,0,192,0.072913422905448,69817,263326
501,1071,3,0,193,0.07301064896253003,70038,264345
502,1139,2,0,195,0.07346957229405914,70290,265416
503,1072,1,0,193,0.07240531972763595,70644,266555
504,1196,4,0,192,0.07174164041744667,70975,267627
505,1001,3,0,195,0.0725384360713183,71365,268823
506,979,1,0,197,0.073010555028463,71513,269824
507,1120,3,0,195,0.07200806490326916,71642,270803
508,1238,3,0,197,0.0724469794758075,71946,271923
509,1019,3,0,199,0.07285080959580614,72298,273161
510,1228,6,0,196,0.07148588518491503,72480,274180
511,1253,4,0,202,0.07334572706675188,72857,275408
512,1153,7,0,203,0.07337499683728463,73258,276661
