Initial population: 100,000
Initial homosexuals: 5%
Children per generation: 0.01 to 0.005 percent of total population
Random event chance: 50%
Death range: 70 to 90 years old
Breeding ages: 20 to 50 years old
Run off: 500 years
Homosexual extinction year approx: 6300

174	3399	2	143141	2	143141
175	1848	2	143363	2	143363
176	2436	2	144144	2	144144
177	3287	1	145759	1	145759
178	2328	1	146522	1	146522
179	3019	1	147993	1	147993
180	3096	1	149578	1	149578
181	2020	0	150145	0	150145
182	2288	0	151003	0	151003
183	3188	0	152762	0	152762
184	3259	0	154605	0	154605
185	2225	0	155373	0	155373
186	2523	0	156434	0	156434
187	2887	0	157809	0	157809
188	2445	0	158701	0	158701
189	2321	0	159503	0	159503
190	3000	0	160935	0	160935
191	3042	0	162331	0	162331
192	3675	0	164387	0	164387
193	2221	0	164941	0	164941
194	2917	0	166130	0	166130
195	3317	0	167813	0	167813
196	2560	0	168601	0	168601
197	2118	0	169082	0	169082
198	2237	0	169606	0	169606
199	3458	0	171398	0	171398
200	3454	0	173203	0	173203
201	2585	0	174151	0	174151
202	4132	0	176649	0	176649
203	4059	0	178990	0	178990
204	2561	0	179765	0	179765
205	3493	0	181488	0	181488
206	3178	0	182829	0	182829
207	3290	0	184223	0	184223
208	3380	0	185679	0	185679
209	2353	0	186143	0	186143
210	3457	0	187598	0	187598
211	3664	0	189435	0	189435
212	2375	0	189881	0	189881
213	4150	0	192110	0	192110
214	3389	0	193692	0	193692
215	2429	0	194349	0	194349
216	3259	0	195819	0	195819
217	4208	0	198231	0	198231
218	4226	0	200680	0	200680
219	4175	0	202971	0	202971
220	3980	0	205074	0	205074
221	3021	0	206147	0	206147
222	2881	0	207015	0	207015
223	4343	0	209307	0	209307
224	4346	0	211691	0	211691
225	3538	0	213230	0	213230
226	4428	0	215610	0	215610
227	3287	0	216759	0	216759
228	4973	0	219598	0	219598
229	3069	0	220519	0	220519
230	4198	0	222535	0	222535
231	4920	0	225375	0	225375
232	5225	0	228518	0	228518
233	5167	0	231594	0	231594
234	3554	0	233124	0	233124
235	3876	0	234992	0	234992
236	4908	0	238005	0	238005
237	2815	0	239000	0	239000
238	3486	0	240575	0	240575
239	3734	0	242328	0	242328
240	4045	0	244304	0	244304
241	4286	0	246365	0	246365
242	5536	0	249635	0	249635
243	3699	0	251135	0	251135
244	5461	0	254284	0	254284
245	5209	0	257185	0	257185
246	3344	0	258149	0	258149
247	5288	0	261007	0	261007
248	4985	0	263520	0	263520
249	5364	0	266302	0	266302
250	5675	0	269425	0	269425
251	5445	0	272293	0	272293
252	4004	0	273589	0	273589
253	3308	0	274306	0	274306
254	3168	0	274771	0	274771
255	6105	0	278215	0	278215
256	3968	0	279414	0	279414
257	3928	0	280672	0	280672
258	3772	0	281710	0	281710
259	6331	0	285331	0	285331
260	6499	0	289095	0	289095
261	5123	0	291642	0	291642
262	5702	0	294736	0	294736
263	4657	0	296755	0	296755
264	6118	0	300111	0	300111
265	6362	0	303675	0	303675
266	6464	0	307316	0	307316
267	4792	0	309317	0	309317
268	5300	0	311756	0	311756
269	6356	0	315263	0	315263
270	5401	0	317946	0	317946
271	3587	0	318743	0	318743
272	5776	0	321677	0	321677
273	3947	0	322775	0	322775
274	7187	0	327060	0	327060
275	6674	0	330701	0	330701
276	5539	0	333032	0	333032
277	4630	0	334568	0	334568
278	4368	0	335598	0	335598
279	7405	0	339747	0	339747
280	6490	0	342916	0	342916
281	7644	0	347292	0	347292
282	5528	0	349589	0	349589
283	5201	0	351617	0	351617
284	4694	0	353094	0	353094
285	7171	0	357144	0	357144
286	4391	0	358332	0	358332
287	6644	0	361773	0	361773
288	6298	0	364796	0	364796
289	4857	0	366422	0	366422
290	4927	0	368041	0	368041
291	7021	0	371549	0	371549
292	6380	0	374324	0	374324
293	7754	0	378406	0	378406
294	8233	0	382909	0	382909
295	7350	0	386624	0	386624
296	7813	0	390786	0	390786
297	5746	0	392829	0	392829
298	5934	0	395000	0	395000
299	5655	0	396838	0	396838
300	7124	0	400048	0	400048
301	6704	0	403004	0	403004
302	4935	0	403999	0	403999
303	4767	0	404751	0	404751
304	7170	0	407792	0	407792
305	8029	0	411616	0	411616
306	4956	0	412224	0	412224
307	5416	0	413287	0	413287
308	5023	0	413957	0	413957
309	9295	0	418856	0	418856
310	9353	0	423940	0	423940
311	8838	0	428541	0	428541
312	9712	0	434229	0	434229
313	9536	0	439852	0	439852
314	6273	0	442152	0	442152
315	7837	0	445946	0	445946
316	9466	0	451196	0	451196
317	8741	0	455617	0	455617
318	5884	0	457149	0	457149
319	8975	0	461589	0	461589
320	7995	0	464852	0	464852
321	7322	0	467447	0	467447
322	8513	0	471137	0	471137
323	9786	0	476064	0	476064
324	6780	0	477853	0	477853
325	8952	0	481847	0	481847
326	6863	0	483909	0	483909
327	9817	0	489215	0	489215
328	10274	0	494958	0	494958
329	9894	0	500375	0	500375
330	5773	0	501895	0	501895
331	8894	0	506320	0	506320
332	9241	0	511065	0	511065
333	8169	0	514502	0	514502
334	7520	0	517054	0	517054
335	11103	0	523112	0	523112
336	6609	0	524393	0	524393
337	10227	0	529198	0	529198
338	8370	0	532208	0	532208
339	9033	0	535569	0	535569
340	9867	0	539779	0	539779
341	10204	0	544316	0	544316
342	9210	0	547816	0	547816
343	11584	0	553721	0	553721
344	12259	0	560444	0	560444
345	11241	0	566363	0	566363
346	7867	0	568886	0	568886
347	9638	0	573374	0	573374
348	12652	0	580633	0	580633
349	11500	0	586537	0	586537
350	8003	0	588981	0	588981
351	8700	0	592009	0	592009
352	12413	0	598915	0	598915
353	8096	0	601230	0	601230
354	12949	0	608148	0	608148
355	13605	0	615708	0	615708
356	8029	0	617697	0	617697
357	8603	0	620282	0	620282
358	8764	0	623172	0	623172
359	7161	0	624521	0	624521
360	11192	0	629851	0	629851
361	14222	0	638284	0	638284
362	13787	0	646224	0	646224
363	13762	0	654404	0	654404
364	12129	0	660663	0	660663
365	9262	0	663983	0	663983
366	14736	0	672527	0	672527
367	14184	0	680287	0	680287
368	7824	0	681398	0	681398
369	9876	0	684408	0	684408
370	14957	0	692365	0	692365
371	11559	0	696940	0	696940
372	8544	0	698728	0	698728
373	9166	0	701024	0	701024
374	13326	0	707781	0	707781
375	14020	0	715486	0	715486
376	9872	0	719169	0	719169
377	11270	0	724330	0	724330
378	11405	0	729441	0	729441
379	9484	0	732793	0	732793
380	8257	0	734953	0	734953
381	13695	0	742584	0	742584
382	12965	0	749178	0	749178
383	9807	0	752249	0	752249
384	12193	0	757232	0	757232
385	8846	0	758365	0	758365
386	10339	0	760745	0	760745
387	11367	0	763903	0	763903
388	14338	0	769809	0	769809
389	11438	0	772774	0	772774
390	15300	0	779784	0	779784
391	11000	0	782489	0	782489
392	13210	0	787443	0	787443
393	11263	0	790684	0	790684
394	12607	0	795329	0	795329
395	9858	0	797098	0	797098
396	9529	0	798435	0	798435
397	14469	0	804793	0	804793
398	17642	0	814377	0	814377
399	14877	0	821034	0	821034
400	13303	0	825876	0	825876
401	11639	0	828981	0	828981
402	11667	0	831911	0	831911
403	17193	0	840415	0	840415
404	19086	0	850914	0	850914
405	14966	0	857389	0	857389
406	13198	0	861995	0	861995
407	10858	0	864205	0	864205
408	16203	0	871738	0	871738
409	14224	0	877370	0	877370
410	10581	0	879281	0	879281
411	17175	0	887780	0	887780
412	13411	0	892361	0	892361
413	18743	0	902062	0	902062
414	19149	0	912143	0	912143
415	18894	0	921551	0	921551
416	17445	0	929461	0	929461
417	10774	0	930352	0	930352
418	15452	0	935749	0	935749
419	19671	0	945031	0	945031
420	16588	0	951202	0	951202
421	19304	0	959948	0	959948
422	15471	0	964957	0	964957
423	19529	0	974055	0	974055
424	21690	0	985439	0	985439
425	16717	0	991884	0	991884
426	21163	0	1002870	0	1002870
427	16566	0	1009047	0	1009047
428	17390	0	1015812	0	1015812
429	19525	0	1024923	0	1024923
430	23231	0	1037780	0	1037780
431	22901	0	1050615	0	1050615
432	23858	0	1064600	0	1064600
433	14159	0	1068873	0	1068873
434	13804	0	1072486	0	1072486
435	14549	0	1076424	0	1076424
436	24511	0	1089670	0	1089670
437	23369	0	1101515	0	1101515
438	24494	0	1114199	0	1114199
439	16860	0	1118862	0	1118862
440	20556	0	1127140	0	1127140
441	24407	0	1139438	0	1139438
442	21444	0	1148856	0	1148856
443	23328	0	1160412	0	1160412
444	17054	0	1165815	0	1165815
445	13509	0	1167771	0	1167771
446	18299	0	1174731	0	1174731
447	26983	0	1190459	0	1190459
448	17970	0	1197158	0	1197158
449	24858	0	1210688	0	1210688
450	23966	0	1223283	0	1223283
451	18302	0	1230294	0	1230294
452	17430	0	1236557	0	1236557
453	27994	0	1253594	0	1253594
454	15124	0	1257647	0	1257647
455	25543	0	1272314	0	1272314
456	28506	0	1289872	0	1289872
457	29055	0	1307856	0	1307856
458	26699	0	1323499	0	1323499
459	24414	0	1336801	0	1336801
460	19313	0	1344965	0	1344965
461	30293	0	1363897	0	1363897
462	26843	0	1379174	0	1379174
463	28819	0	1396176	0	1396176
464	21687	0	1405807	0	1405807
465	20643	0	1414261	0	1414261
466	23341	0	1425290	0	1425290
467	24871	0	1437734	0	1437734
468	25108	0	1450917	0	1450917
469	23712	0	1462807	0	1462807
470	23859	0	1474450	0	1474450
471	30745	0	1492639	0	1492639
472	30704	0	1510396	0	1510396
473	24151	0	1521400	0	1521400
474	21502	0	1529715	0	1529715
475	33398	0	1549432	0	1549432
476	19869	0	1555506	0	1555506
477	28216	0	1569310	0	1569310
478	28743	0	1583346	0	1583346
479	24990	0	1593714	0	1593714
480	19732	0	1599038	0	1599038
481	33379	0	1617844	0	1617844
482	19985	0	1623629	0	1623629
483	34935	0	1644511	0	1644511
484	28541	0	1659092	0	1659092
485	31286	0	1676048	0	1676048
486	19350	0	1680651	0	1680651
487	27223	0	1692397	0	1692397
488	27738	0	1704043	0	1704043
489	28220	0	1716001	0	1716001
490	31878	0	1731473	0	1731473
491	22436	0	1737651	0	1737651
492	23094	0	1744171	0	1744171
493	25861	0	1753257	0	1753257
494	35592	0	1772287	0	1772287
495	33862	0	1789244	0	1789244
496	22419	0	1794336	0	1794336
497	32766	0	1809399	0	1809399
498	23606	0	1814735	0	1814735
499	39047	0	1835435	0	1835435
500	40706	0	1857836	0	1857836
501	37688	0	1876972	0	1876972
502	30154	0	1888367	0	1888367
503	37929	0	1907010	0	1907010
504	29597	0	1916787	0	1916787
505	26210	0	1923072	0	1923072
506	23204	0	1926457	0	1926457
507	34102	0	1941109	0	1941109
508	37835	0	1959713	0	1959713
509	36858	0	1977453	0	1977453
510	36858	0	1995068	0	1995068
511	30288	0	2005683	0	2005683
512	23746	0	2009632	0	2009632
513	41975	0	2031069	0	2031069
514	32196	0	2042445	0	2042445
515	39096	0	2060349	0	2060349
516	34000	0	2073096	0	2073096
517	33468	0	2085567	0	2085567
518	24187	0	2089362	0	2089362
519	25550	0	2094843	0	2094843
520	33231	0	2108029	0	2108029
521	40378	0	2128282	0	2128282
522	41784	0	2149478	0	2149478
523	30927	0	2159454	0	2159454
524	34053	0	2172864	0	2172864
525	39702	0	2191325	0	2191325
526	29616	0	2199840	0	2199840
527	36704	0	2215297	0	2215297
528	30686	0	2224109	0	2224109
529	44441	0	2246052	0	2246052
530	40840	0	2263457	0	2263457
531	48779	0	2287991	0	2287991
532	43101	0	2306412	0	2306412
533	41521	0	2323045	0	2323045
534	27333	0	2325001	0	2325001
535	46266	0	2345717	0	2345717
536	31525	0	2351384	0	2351384
537	41459	0	2367525	0	2367525
538	39118	0	2381423	0	2381423
539	41138	0	2397706	0	2397706
540	46242	0	2419470	0	2419470
541	43822	0	2439026	0	2439026
542	30419	0	2445217	0	2445217
543	42247	0	2463071	0	2463071
544	48824	0	2486606	0	2486606
545	32194	0	2493606	0	2493606
546	29014	0	2496693	0	2496693
547	48832	0	2519248	0	2519248
548	33650	0	2526462	0	2526462
549	54614	0	2554779	0	2554779
550	45302	0	2573976	0	2573976
551	30019	0	2577697	0	2577697
552	44161	0	2595830	0	2595830
553	42846	0	2612650	0	2612650
554	60089	0	2646976	0	2646976
555	32862	0	2653599	0	2653599
556	58500	0	2685511	0	2685511
557	46806	0	2705311	0	2705311
558	33301	0	2711163	0	2711163
559	40683	0	2724439	0	2724439
560	51443	0	2748488	0	2748488
561	56820	0	2778302	0	2778302
562	53210	0	2804156	0	2804156
563	55557	0	2832071	0	2832071
564	36154	0	2841243	0	2841243
565	37571	0	2852220	0	2852220
566	41571	0	2866956	0	2866956
567	61138	0	2900738	0	2900738
568	58942	0	2932066	0	2932066
569	48873	0	2952700	0	2952700
570	63061	0	2987277	0	2987277
571	66031	0	3024288	0	3024288
572	40855	0	3034820	0	3034820
573	43995	0	3047355	0	3047355
574	63891	0	3078817	0	3078817
575	63440	0	3109048	0	3109048
576	43442	0	3118212	0	3118212
577	48490	0	3132890	0	3132890
578	58457	0	3158359	0	3158359
579	64579	0	3191015	0	3191015
580	50870	0	3210093	0	3210093
581	42872	0	3221371	0	3221371
582	65805	0	3255101	0	3255101
583	65147	0	3287694	0	3287694
584	60373	0	3315415	0	3315415
585	58356	0	3340772	0	3340772
586	69453	0	3377117	0	3377117
587	56750	0	3400414	0	3400414
588	54411	0	3420977	0	3420977
589	58705	0	3445561	0	3445561
590	42061	0	3453706	0	3453706
591	68550	0	3489213	0	3489213
592	70818	0	3527602	0	3527602
593	53358	0	3548755	0	3548755
594	81888	0	3598238	0	3598238
595	74207	0	3639451	0	3639451
596	68431	0	3674544	0	3674544
597	76970	0	3717225	0	3717225
598	56275	0	3739251	0	3739251
599	58224	0	3762563	0	3762563
600	82195	0	3810009	0	3810009
601	84575	0	3859126	0	3859126
602	81048	0	3904353	0	3904353
603	62185	0	3929499	0	3929499
604	46152	0	3937598	0	3937598
605	77607	0	3975720	0	3975720
606	74656	0	4010489	0	4010489
607	71651	0	4041956	0	4041956
608	86745	0	4089535	0	4089535
609	53592	0	4102889	0	4102889
610	89993	0	4153677	0	4153677
611	51848	0	4166030	0	4166030
612	56507	0	4183078	0	4183078
613	70478	0	4213396	0	4213396
614	54201	0	4227642	0	4227642
615	57571	0	4245238	0	4245238
616	96237	0	4301020	0	4301020
617	92139	0	4352917	0	4352917
618	54200	0	4367169	0	4367169
619	87232	0	4414873	0	4414873
620	89005	0	4464284	0	4464284
621	67064	0	4491834	0	4491834
622	102109	0	4553707	0	4553707
623	81085	0	4594233	0	4594233
624	86401	0	4639566	0	4639566
625	92022	0	4690359	0	4690359
626	92975	0	4740865	0	4740865
627	104825	0	4802870	0	4802870
628	67105	0	4825886	0	4825886
629	95007	0	4876165	0	4876165
630	98982	0	4929978	0	4929978
631	81481	0	4966093	0	4966093
632	109042	0	5029802	0	5029802
633	74162	0	5058436	0	5058436
634	103390	0	5115597	0	5115597
635	78609	0	5146723	0	5146723
636	67065	0	5165767	0	5165767
637	65919	0	5183559	0	5183559
638	67752	0	5204362	0	5204362
639	116345	0	5273799	0	5273799
640	113573	0	5340093	0	5340093
641	102574	0	5394334	0	5394334
642	72403	0	5416446	0	5416446
643	114369	0	5479015	0	5479015
644	61496	0	5487873	0	5487873
645	80536	0	5514896	0	5514896
646	88336	0	5549364	0	5549364
647	96715	0	5591410	0	5591410
648	119323	0	5656012	0	5656012
649	74752	0	5676738	0	5676738
650	88450	0	5711290	0	5711290
651	109666	0	5767170	0	5767170
652	69743	0	5782714	0	5782714
653	104245	0	5832950	0	5832950
654	105592	0	5884244	0	5884244
655	115166	0	5944206	0	5944206
656	125081	0	6012836	0	6012836
657	83376	0	6039227	0	6039227
658	115784	0	6096808	0	6096808
659	73177	0	6110637	0	6110637
660	103149	0	6153733	0	6153733
661	133096	0	6226783	0	6226783
662	129228	0	6297278	0	6297278
663	124236	0	6362871	0	6362871
664	107666	0	6412142	0	6412142
665	82568	0	6436310	0	6436310
666	119186	0	6495600	0	6495600
667	84261	0	6517705	0	6517705
