Initial population: 10,000
Initial homosexuals: 50%
Children per generation: 0.01 to 0.005 percent of total population
Random event chance: 1/15
Death range: 70 to 90 years old
Breeding ages: 20 to 50 years old
Run off years: 250
Homosexual extinction year approx: 5000

0	0	5039	10000
1	67	5039	10021
2	61	5039	10037
3	67	5039	10060
4	86	5039	10085
5	63	5039	10098
6	70	5039	10116
7	66	5039	10135
8	61	5039	10155
9	53	5040	10176
10	81	5040	10198
11	94	5040	10224
12	82	5040	10250
13	73	5040	10275
14	78	5040	10301
15	58	5040	10318
16	67	5040	10331
17	58	5040	10343
18	59	5041	10358
19	95	5041	10389
20	92	5041	10416
21	55	5041	10428
22	70	5041	10448
23	98	5041	10478
24	103	5041	10509
25	105	5041	10533
26	62	5041	10545
27	86	5041	10572
28	78	5041	10595
29	96	5041	10621
30	66	5041	10687
31	101	5041	10785
32	63	5041	10848
33	70	5041	10918
34	106	5041	11023
35	104	5041	11126
36	92	5041	11217
37	112	5041	11328
38	82	5041	11409
39	90	5041	11498
40	105	5041	11602
41	95	5041	11697
42	114	5041	11810
43	90	5041	11900
44	93	5041	11992
45	102	5041	12094
46	111	5041	12205
47	70	5041	12275
48	66	5041	12340
49	121	5042	12460
50	68	5042	12526
51	115	4778	12128
52	107	4307	11288
53	113	3680	10127
54	101	2942	8739
55	86	2185	7326
56	128	1519	6130
57	94	984	5193
58	101	606	4539
59	89	314	4109
60	122	141	3887
61	90	70	3811
62	115	29	3833
63	134	12	3933
64	114	6	4035
65	71	4	4102
66	117	4	4218
67	139	4	4357
68	138	5	4495
69	138	5	4633
70	105	5	4738
71	141	5	4879
72	92	5	4970
73	143	5	5112
74	121	5	5230
75	128	5	5352
76	137	5	5481
77	108	5	5584
78	124	5	5690
79	150	5	5826
80	153	5	5964
81	107	5	6047
82	107	5	6132
83	133	5	6249
84	154	5	6377
85	150	5	6499
86	101	5	6582
87	103	4	6659
88	126	4	6764
89	115	4	6859
90	139	4	6986
91	100	4	7066
92	117	4	7164
93	99	4	7239
94	156	4	7375
95	156	4	7513
96	108	4	7595
97	174	4	7742
98	139	3	7858
99	138	3	7970
100	112	3	8063
101	93	3	8134
102	179	3	8296
103	182	3	8443
104	145	3	8539
105	157	3	8654
106	176	3	8781
107	125	3	8839
108	134	3	8907
109	132	3	8955
110	172	3	9046
111	128	3	9073
112	147	3	9125
113	127	3	9177
114	182	3	9259
115	155	3	9318
116	107	3	9329
117	180	3	9418
118	122	3	9435
119	158	3	9490
120	119	3	9518
121	164	3	9586
122	109	3	9587
123	127	2	9624
124	120	2	9652
125	199	2	9747
126	202	2	9863
127	126	2	9898
128	152	2	9963
129	212	2	10069
130	134	2	10105
131	200	2	10208
132	174	2	10271
133	181	2	10354
134	122	2	10376
135	199	2	10482
136	232	2	10604
137	142	2	10627
138	172	2	10681
139	234	2	10827
140	141	2	10861
141	213	1	10949
142	188	0	11028
143	223	0	11129
144	143	0	11114
145	197	0	11193
146	237	0	11312
147	157	0	11354
148	138	0	11352
149	139	0	11367
150	194	0	11449
151	256	0	11569
152	167	0	11603
153	270	0	11757
154	194	0	11830
155	241	0	11923
156	199	0	11998
157	216	0	12088
158	215	0	12174
159	249	0	12309
160	155	0	12325
161	254	0	12447
162	233	0	12552
163	224	0	12652
164	272	0	12808
165	262	0	12956
166	209	0	13038
167	218	0	13134
168	180	0	13200
169	300	0	13385
170	168	0	13397
171	209	0	13482
172	248	0	13593
173	176	0	13637
174	237	0	13732
175	294	0	13897
176	276	0	14053
177	227	0	14128
178	196	0	14180
179	284	0	14334
180	299	0	14477
181	306	0	14632
182	229	0	14708
183	268	0	14827
184	326	0	15002
185	272	0	15132
186	218	0	15212
187	295	0	15352
188	194	0	15395
189	227	0	15480
190	201	0	15541
191	199	0	15585
192	327	0	15767
193	281	0	15900
194	237	0	16004
195	362	0	16218
196	259	0	16333
197	326	0	16515
198	291	0	16664
199	293	0	16813
200	261	0	16915
201	218	0	17002
202	341	0	17192
203	302	0	17336
204	209	0	17390
205	297	0	17531
206	397	0	17732
207	234	0	17782
208	274	0	17881
209	325	0	18041
210	346	0	18199
211	363	0	18381
212	296	0	18494
213	246	0	18563
214	384	0	18756
215	307	0	18880
216	298	0	19008
217	363	0	19197
218	414	0	19418
219	382	0	19599
220	321	0	19732
221	280	0	19818
222	331	0	19942
223	305	0	20074
224	244	0	20134
225	441	0	20397
226	428	0	20635
227	302	0	20749
228	397	0	20954
229	406	0	21142
230	296	0	21241
231	377	0	21385
232	484	0	21632
233	457	0	21879
234	367	0	22028
235	384	0	22193
236	264	0	22230
237	351	0	22372
238	327	0	22460
239	307	0	22510
240	454	0	22764
241	347	0	22849
242	410	0	23003
243	356	0	23155
244	381	0	23326
245	528	0	23614
246	345	0	23756
247	483	0	24028
248	494	0	24285
249	306	0	24349
250	325	0	24430
251	295	0	24511
252	490	0	24769
253	563	0	25066
254	536	0	25331
255	573	0	25633
256	403	0	25794
257	525	0	26042
258	529	0	26318
259	472	0	26516
260	365	0	26611
261	512	0	26860
262	348	0	26983
263	394	0	27107
264	465	0	27314
265	473	0	27562
266	494	0	27812
267	549	0	28102
268	372	0	28193
269	595	0	28509
270	483	0	28736
271	520	0	28970
272	603	0	29302
273	504	0	29482
274	671	0	29884
275	426	0	30015
276	608	0	30347
277	663	0	30765
278	425	0	30910
279	512	0	31145
280	692	0	31545
281	404	0	31614
282	450	0	31765
283	397	0	31879
284	470	0	32053
285	380	0	32086
286	494	0	32257
287	720	0	32649
288	563	0	32922
289	647	0	33234
290	436	0	33349
291	412	0	33440
292	628	0	33728
293	549	0	33948
294	601	0	34213
295	518	0	34404
296	683	0	34764
297	680	0	35112
298	738	0	35505
299	512	0	35662
300	626	0	35972
301	594	0	36216
302	720	0	36599
303	809	0	37026
304	617	0	37295
305	812	0	37739
306	647	0	38000
307	598	0	38204
308	524	0	38330
309	811	0	38719
310	501	0	38820
311	459	0	38913
312	694	0	39263
313	454	0	39353
314	457	0	39498
315	560	0	39690
316	633	0	39933
317	875	0	40426
318	658	0	40742
319	498	0	40868
320	718	0	41159
321	796	0	41566
322	594	0	41716
323	614	0	41903
324	931	0	42446
325	740	0	42802
326	984	0	43330
327	975	0	43898
328	527	0	43949
329	517	0	44004
330	833	0	44354
331	672	0	44493
332	797	0	44819
333	544	0	44881
334	1000	0	45422
335	710	0	45675
336	695	0	45927
337	559	0	46029
338	1068	0	46648
339	832	0	47036
340	758	0	47346
341	769	0	47625
342	1051	0	48190
343	1012	0	48743
344	1073	0	49306
345	1005	0	49786
346	758	0	50048
347	695	0	50246
348	811	0	50517
349	640	0	50582
350	684	0	50750
351	714	0	50886
352	710	0	51035
353	696	0	51187
354	1183	0	51845
355	1142	0	52425
356	1115	0	53054
357	1212	0	53789
358	1219	0	54508
359	670	0	54708
360	860	0	55090
361	1119	0	55722
362	1106	0	56293
363	813	0	56582
364	999	0	57049
365	694	0	57216
366	827	0	57477
367	768	0	57727
368	850	0	58058
369	772	0	58281
370	965	0	58669
371	1203	0	59229
372	1001	0	59632
373	1183	0	60203
374	801	0	60356
375	1318	0	61064
376	1216	0	61590
377	1360	0	62299
378	1348	0	62957
379	1448	0	63705
380	1130	0	64141
381	1069	0	64526
382	1364	0	65214
383	1506	0	66072
384	986	0	66430
385	946	0	66793
386	1393	0	67597
387	969	0	68018
388	1430	0	68904
389	1358	0	69690
390	1422	0	70510
391	1150	0	71063
392	1304	0	71746
